datetime,tempmax,tempmin,humidity,windspeed,precip
2000-01-01,25.5,7.9,69,24.8,0.0
2000-01-02,25.6,17.4,78,24.4,0.9
2000-01-03,20.3,12.2,42,27.8,0.7
2000-01-04,12.1,4.3,33,32.1,0.0
2000-01-05,14.3,-0.9,43,21.6,0.0
2000-01-06,19.6,5.1,81,16.5,1.0
2000-01-07,13.8,11.2,95,20.9,28.3
2000-01-08,16.6,9.9,83,13.0,5.6
2000-01-09,22.6,7.6,63,21.2,0.0
2000-01-10,23.8,7.1,36,17.1,0.0
2000-01-11,24.9,8.3,68,16.7,0.0
2000-01-12,24.7,15.8,85,25.3,0.0
2000-01-13,20.1,11.2,63,23.6,0.0
2000-01-14,17.7,9.0,35,17.3,0.0
2000-01-15,22.2,7.5,68,25.8,0.0
2000-01-16,22.7,14.0,76,25.9,0.0
2000-01-17,23.6,15.1,74,20.1,0.0
2000-01-18,25.8,14.2,75,19.6,0.0
2000-01-19,27.9,13.1,64,18.7,0.0
2000-01-20,17.4,8.2,38,25.9,0.0
2000-01-21,18.3,4.9,59,19.2,0.0
2000-01-22,23.7,15.3,79,25.6,0.0
2000-01-23,22.4,11.3,66,18.9,0.0
2000-01-24,15.8,6.9,52,16.8,0.0
2000-01-25,16.1,4.6,46,16.4,0.0
2000-01-26,10.1,3.7,43,13.7,0.0
2000-01-27,8.2,2.7,88,23.9,17.3
2000-01-28,6.4,0.2,66,22.9,0.0
2000-01-29,6.9,-0.9,59,16.3,0.0
2000-01-30,9.4,-2.7,66,11.1,0.0
2000-01-31,14.6,-0.2,71,14.4,0.0
2000-02-01,10.3,8.0,82,17.9,6.2
2000-02-02,14.0,5.8,75,13.7,5.8
2000-02-03,21.4,4.1,71,13.8,0.0
2000-02-04,15.7,6.8,49,24.5,0.0
2000-02-05,12.7,1.4,53,12.4,0.0
2000-02-06,17.3,2.3,76,18.4,0.0
2000-02-07,21.9,10.7,77,12.3,0.5
2000-02-08,21.9,6.0,67,9.4,0.0
2000-02-09,22.6,9.7,74,25.3,0.0
2000-02-10,26.6,14.3,76,23.8,0.0
2000-02-11,26.4,11.6,68,15.2,0.0
2000-02-12,19.2,9.4,73,18.2,0.0
2000-02-13,27.1,12.8,59,22.4,0.0
2000-02-14,23.8,8.1,46,10.7,0.0
2000-02-15,26.0,11.9,75,17.7,0.0
2000-02-16,25.0,17.9,82,15.5,0.1
2000-02-17,26.5,18.6,83,30.7,2.1
2000-02-18,25.5,15.1,68,23.4,1.3
2000-02-19,18.0,7.4,41,21.3,0.0
2000-02-20,19.5,9.0,45,11.3,0.0
2000-02-21,22.4,10.8,73,20.3,0.0
2000-02-22,23.5,16.3,80,29.9,0.4
2000-02-23,25.6,16.3,70,22.8,10.3
2000-02-24,26.4,17.0,78,34.7,0.3
2000-02-25,27.2,18.4,77,29.7,1.4
2000-02-26,21.1,10.1,56,25.1,20.6
2000-02-27,21.5,6.3,49,10.8,0.0
2000-02-28,22.8,6.9,61,22.9,0.0
2000-02-29,25.5,15.5,77,25.3,0.2
2000-03-01,24.6,17.8,84,17.8,0.1
2000-03-02,26.2,18.1,75,32.1,0.2
2000-03-03,19.8,12.0,56,24.3,0.2
2000-03-04,18.9,6.9,54,15.7,0.0
2000-03-05,21.8,8.3,65,20.1,0.0
2000-03-06,26.4,16.3,73,23.5,0.4
2000-03-07,27.1,19.7,80,36.6,1.6
2000-03-08,22.3,14.1,62,22.0,13.5
2000-03-09,27.2,15.3,72,13.5,0.0
2000-03-10,26.1,16.1,87,28.6,11.2
2000-03-11,15.7,6.2,55,30.5,0.2
2000-03-12,17.9,5.7,59,12.3,0.0
2000-03-13,21.4,7.8,71,15.6,0.0
2000-03-14,19.0,14.2,84,20.4,6.6
2000-03-15,21.0,13.6,83,11.1,0.0
2000-03-16,25.9,10.5,79,25.8,13.4
2000-03-17,12.6,6.1,76,22.2,15.3
2000-03-18,22.8,10.3,76,26.2,0.1
2000-03-19,19.3,8.5,54,25.8,3.5
2000-03-20,22.6,8.1,58,25.3,0.0
2000-03-21,19.7,15.5,92,25.2,8.1
2000-03-22,25.7,18.4,85,32.0,2.3
2000-03-23,23.6,17.0,80,28.2,4.6
2000-03-24,26.8,16.8,81,16.7,0.9
2000-03-25,26.7,18.6,77,16.7,0.0
2000-03-26,27.1,19.7,80,17.3,0.0
2000-03-27,26.9,17.0,65,23.4,0.0
2000-03-28,29.0,15.7,78,20.4,4.7
2000-03-29,30.5,18.6,63,23.2,8.2
2000-03-30,22.7,12.3,61,20.6,0.0
2000-03-31,23.2,12.1,70,16.9,0.0
2000-04-01,23.0,16.7,90,17.1,12.9
2000-04-02,18.1,13.7,90,16.7,21.9
2000-04-03,21.7,12.1,66,27.0,3.7
2000-04-04,19.6,6.5,48,17.0,0.0
2000-04-05,23.9,9.6,57,23.3,0.0
2000-04-06,26.7,13.4,73,24.5,0.0
2000-04-07,29.7,17.1,74,30.0,2.2
2000-04-08,19.9,9.9,35,33.0,0.0
2000-04-09,21.9,6.6,55,22.9,0.0
2000-04-10,23.7,14.7,72,27.0,0.0
2000-04-11,26.6,18.8,79,19.3,6.7
2000-04-12,21.8,15.6,85,18.4,14.1
2000-04-13,21.2,13.1,75,12.1,0.0
2000-04-14,24.8,11.1,77,15.4,0.0
2000-04-15,26.5,15.5,77,22.8,0.0
2000-04-16,27.4,19.1,79,14.2,0.6
2000-04-17,28.0,17.1,76,13.0,0.0
2000-04-18,28.1,19.6,78,20.0,0.0
2000-04-19,30.5,20.9,72,25.1,0.0
2000-04-20,26.8,16.8,59,24.4,0.0
2000-04-21,26.2,12.7,56,13.8,0.0
2000-04-22,28.7,12.2,53,27.6,0.0
2000-04-23,33.4,19.0,56,19.1,2.6
2000-04-24,28.2,16.8,51,19.8,0.0
2000-04-25,29.1,14.8,52,14.3,0.0
2000-04-26,30.6,15.7,53,16.6,0.0
2000-04-27,30.9,16.9,58,21.4,0.0
2000-04-28,29.1,19.8,58,15.8,0.0
2000-04-29,28.7,19.5,66,24.7,0.3
2000-04-30,29.1,21.8,76,30.4,8.8
2000-05-01,24.9,18.3,88,16.6,117.8
2000-05-02,23.6,18.0,84,13.7,15.8
2000-05-03,26.8,16.6,79,13.6,0.0
2000-05-04,26.6,19.3,89,16.8,17.0
2000-05-05,27.9,19.5,83,24.3,1.3
2000-05-06,29.4,21.3,78,29.5,0.0
2000-05-07,30.3,21.4,77,24.9,0.0
2000-05-08,30.5,21.5,75,24.3,0.0
2000-05-09,28.5,22.1,80,21.3,2.1
2000-05-10,30.1,21.7,80,20.6,1.2
2000-05-11,31.8,22.7,77,29.3,0.0
2000-05-12,31.6,23.2,79,23.9,0.0
2000-05-13,26.3,20.2,66,27.1,3.9
2000-05-14,26.0,17.6,56,15.0,0.0
2000-05-15,28.5,17.4,71,19.2,0.0
2000-05-16,31.4,21.8,73,28.8,0.0
2000-05-17,30.3,21.0,70,34.3,0.0
2000-05-18,30.7,22.9,74,26.3,0.5
2000-05-19,28.6,21.2,88,22.4,31.2
2000-05-20,25.1,16.8,85,18.9,29.7
2000-05-21,29.0,20.0,74,8.7,0.0
2000-05-22,30.9,20.4,75,17.3,0.0
2000-05-23,31.0,21.2,77,20.4,0.0
2000-05-24,32.7,22.5,77,22.7,0.0
2000-05-25,31.2,24.2,77,25.5,0.0
2000-05-26,31.1,24.5,77,27.8,0.7
2000-05-27,31.2,25.3,77,23.8,1.0
2000-05-28,29.9,21.9,83,11.3,24.2
2000-05-29,31.0,22.0,77,11.9,0.0
2000-05-30,31.8,22.4,73,14.9,0.0
2000-05-31,31.2,21.5,72,15.7,0.0
2000-06-01,30.9,23.2,71,16.2,0.0
2000-06-02,30.8,21.9,77,15.5,0.8
2000-06-03,30.7,23.4,75,16.0,0.0
2000-06-04,28.8,22.1,83,15.6,21.0
2000-06-05,27.5,21.8,80,19.3,5.3
2000-06-06,27.7,18.4,67,13.5,0.0
2000-06-07,27.1,15.8,66,10.3,0.0
2000-06-08,28.2,18.4,79,16.9,8.3
2000-06-09,27.2,22.0,91,19.4,25.1
2000-06-10,27.9,22.9,91,20.8,21.3
2000-06-11,28.0,22.4,87,17.8,5.9
2000-06-12,29.5,22.9,86,12.5,1.7
2000-06-13,30.1,22.5,76,19.6,0.0
2000-06-14,29.7,23.6,76,27.0,0.3
2000-06-15,29.8,23.1,80,21.8,1.3
2000-06-16,30.2,23.7,78,26.3,2.7
2000-06-17,28.6,24.0,85,18.5,4.4
2000-06-18,30.1,22.5,84,13.3,8.0
2000-06-19,30.5,23.6,80,19.1,1.4
2000-06-20,30.9,24.2,77,25.0,0.9
2000-06-21,31.4,24.0,72,23.3,0.3
2000-06-22,31.5,23.7,73,17.7,0.1
2000-06-23,33.0,23.7,69,19.7,0.0
2000-06-24,33.1,21.9,68,20.8,0.0
2000-06-25,33.1,23.9,68,19.6,0.0
2000-06-26,32.0,23.3,70,19.0,0.0
2000-06-27,32.7,23.6,67,13.8,0.0
2000-06-28,33.4,23.3,61,14.2,0.0
2000-06-29,32.6,23.7,62,13.3,0.0
2000-06-30,33.8,23.7,62,17.1,0.0
2000-07-01,34.3,24.2,64,19.8,0.3
2000-07-02,34.2,23.6,62,21.8,0.0
2000-07-03,34.7,24.1,60,20.9,0.0
2000-07-04,34.2,23.5,61,18.8,0.0
2000-07-05,33.7,23.5,62,15.2,0.0
2000-07-06,34.3,23.5,58,16.3,0.0
2000-07-07,34.5,23.3,60,15.6,0.0
2000-07-08,35.4,23.7,54,14.6,0.0
2000-07-09,35.1,23.6,54,18.8,0.2
2000-07-10,34.7,24.8,61,20.9,0.0
2000-07-11,35.9,25.0,57,21.5,0.0
2000-07-12,36.7,24.0,57,21.7,0.0
2000-07-13,37.4,23.9,49,16.2,0.0
2000-07-14,38.1,25.1,42,15.2,0.0
2000-07-15,38.4,26.2,40,16.5,0.0
2000-07-16,38.4,26.7,38,16.9,0.0
2000-07-17,36.6,23.2,52,16.7,0.0
2000-07-18,36.5,23.9,53,18.5,0.0
2000-07-19,37.5,24.8,50,17.7,0.0
2000-07-20,38.1,25.0,45,18.2,0.0
2000-07-21,37.4,25.0,38,16.9,0.0
2000-07-22,36.2,24.7,45,14.8,0.0
2000-07-23,35.9,25.7,57,18.1,2.8
2000-07-24,34.0,24.1,57,11.3,0.0
2000-07-25,34.5,23.7,54,13.3,0.0
2000-07-26,34.4,24.8,58,19.8,0.0
2000-07-27,34.6,23.5,56,19.4,0.0
2000-07-28,35.0,24.6,57,18.5,0.0
2000-07-29,35.2,23.6,52,15.1,0.0
2000-07-30,33.5,25.1,58,11.9,0.6
2000-07-31,32.8,23.9,69,15.3,4.5
2000-08-01,32.9,23.4,65,9.0,0.3
2000-08-02,34.8,24.1,57,18.1,0.0
2000-08-03,35.8,24.4,56,17.9,0.0
2000-08-04,35.9,24.5,58,20.2,0.1
2000-08-05,35.9,24.7,56,19.2,0.0
2000-08-06,37.1,25.1,56,20.6,0.0
2000-08-07,36.6,25.4,57,19.6,0.0
2000-08-08,35.6,24.9,61,19.4,0.5
2000-08-09,34.8,25.2,58,18.4,0.0
2000-08-10,36.7,23.9,51,15.9,0.0
2000-08-11,37.5,24.0,46,12.8,0.0
2000-08-12,37.6,26.3,38,11.3,0.0
2000-08-13,38.1,26.2,41,14.5,0.0
2000-08-14,36.2,24.8,52,18.6,0.0
2000-08-15,34.4,25.2,61,18.0,0.2
2000-08-16,36.2,24.8,54,11.3,0.0
2000-08-17,37.4,24.5,47,17.0,0.0
2000-08-18,37.6,25.5,42,14.8,0.0
2000-08-19,36.5,23.6,47,16.0,0.0
2000-08-20,35.8,24.1,54,17.3,0.0
2000-08-21,35.9,24.3,59,19.6,0.4
2000-08-22,34.2,25.0,63,19.2,0.0
2000-08-23,33.9,23.8,59,14.3,0.0
2000-08-24,35.2,24.9,56,18.1,0.0
2000-08-25,35.6,25.5,60,15.7,0.0
2000-08-26,36.3,24.9,56,16.9,0.0
2000-08-27,36.3,24.9,56,18.0,0.0
2000-08-28,36.8,25.2,55,17.9,0.0
2000-08-29,36.3,24.9,57,17.3,0.0
2000-08-30,38.2,24.4,48,13.7,0.0
2000-08-31,39.0,26.8,37,13.6,0.0
2000-09-01,39.7,27.3,38,13.1,0.0
2000-09-02,39.6,28.2,40,13.2,0.0
2000-09-03,39.6,27.6,39,12.4,0.0
2000-09-04,41.9,28.0,30,13.5,0.0
2000-09-05,41.9,26.4,31,18.4,0.0
2000-09-06,35.9,26.8,33,20.4,0.0
2000-09-07,34.5,25.1,45,16.9,0.0
2000-09-08,31.9,23.5,60,16.0,0.6
2000-09-09,32.6,23.2,71,11.5,1.7
2000-09-10,35.4,24.6,61,16.9,0.0
2000-09-11,36.2,25.4,60,21.3,0.0
2000-09-12,36.6,25.3,61,15.6,0.1
2000-09-13,29.5,22.8,82,15.9,16.2
2000-09-14,30.8,23.1,81,9.0,3.6
2000-09-15,33.7,23.6,67,12.2,0.0
2000-09-16,30.9,20.9,50,14.5,0.0
2000-09-17,30.2,16.3,41,11.2,0.0
2000-09-18,31.9,18.8,34,12.1,0.0
2000-09-19,33.3,18.5,53,21.5,0.0
2000-09-20,33.8,21.4,66,19.8,0.0
2000-09-21,31.0,23.4,78,15.4,1.9
2000-09-22,35.4,24.3,69,21.0,0.4
2000-09-23,36.3,26.1,67,23.9,0.5
2000-09-24,36.0,18.9,73,26.3,5.2
2000-09-25,20.2,13.0,54,28.4,7.9
2000-09-26,22.7,11.5,53,15.1,0.0
2000-09-27,25.8,11.5,57,10.3,0.0
2000-09-28,28.2,13.2,50,12.5,0.0
2000-09-29,29.0,13.9,45,12.0,0.0
2000-09-30,30.1,14.1,42,10.5,0.0
2000-10-01,30.1,15.3,50,13.3,0.0
2000-10-02,32.9,17.8,60,19.6,0.0
2000-10-03,33.1,22.2,67,19.0,0.0
2000-10-04,32.5,22.0,64,20.0,0.0
2000-10-05,33.3,22.0,74,17.0,0.4
2000-10-06,25.4,18.9,79,24.6,4.3
2000-10-07,18.8,9.8,63,27.4,7.4
2000-10-08,10.6,6.6,52,24.4,7.6
2000-10-09,10.5,9.3,41,15.8,0.1
2000-10-10,12.3,9.8,46,6.1,0.0
2000-10-11,19.9,12.0,50,11.6,0.0
2000-10-12,26.0,16.6,67,17.1,0.4
2000-10-13,26.9,15.0,73,18.4,0.0
2000-10-14,26.5,17.5,71,19.3,0.0
2000-10-15,28.0,20.4,78,18.7,6.1
2000-10-16,27.1,19.6,88,14.8,8.1
2000-10-17,23.7,18.5,90,13.6,3.5
2000-10-18,24.3,17.4,72,10.1,1.7
2000-10-19,25.6,15.3,70,9.0,0.4
2000-10-20,25.8,16.5,73,16.4,0.6
2000-10-21,24.0,19.2,87,19.0,10.2
2000-10-22,24.9,20.1,91,20.3,10.1
2000-10-23,25.4,19.9,93,17.6,6.3
2000-10-24,25.6,19.8,86,17.0,2.5
2000-10-25,25.7,19.4,88,18.5,1.1
2000-10-26,26.0,20.0,86,16.5,0.8
2000-10-27,26.6,19.7,85,16.5,0.8
2000-10-28,26.1,20.5,81,26.6,1.5
2000-10-29,27.0,20.5,80,18.4,0.7
2000-10-30,27.3,20.4,77,19.8,0.1
2000-10-31,27.0,20.1,79,24.6,0.6
2000-11-01,26.5,20.0,85,21.6,7.1
2000-11-02,25.5,18.9,90,11.5,19.7
2000-11-03,22.2,16.7,96,22.1,78.4
2000-11-04,21.0,16.8,92,14.8,13.7
2000-11-05,24.2,18.3,89,21.7,10.8
2000-11-06,22.0,12.5,67,19.5,19.8
2000-11-07,16.5,10.6,68,21.0,1.4
2000-11-08,10.3,4.9,82,27.4,7.5
2000-11-09,15.8,2.4,62,18.1,0.0
2000-11-10,17.1,5.6,71,10.2,0.0
2000-11-11,17.1,8.2,82,10.4,1.3
2000-11-12,22.4,7.4,92,25.0,16.0
2000-11-13,11.2,5.4,55,23.0,0.0
2000-11-14,12.3,1.5,56,12.6,0.0
2000-11-15,13.7,3.7,73,11.6,0.9
2000-11-16,18.9,10.6,85,17.7,1.5
2000-11-17,10.2,7.6,52,21.2,0.0
2000-11-18,8.8,4.9,88,20.0,26.4
2000-11-19,13.2,4.8,70,16.0,0.1
2000-11-20,15.2,1.9,76,10.1,0.0
2000-11-21,14.4,2.1,71,11.1,0.0
2000-11-22,16.5,6.2,81,19.3,0.4
2000-11-23,20.6,14.2,93,16.7,20.2
2000-11-24,15.9,11.1,77,32.0,5.2
2000-11-25,16.6,6.5,75,15.4,0.0
2000-11-26,17.4,6.8,72,12.4,0.0
2000-11-27,21.0,6.7,81,11.5,0.0
2000-11-28,23.1,12.9,89,18.0,0.1
2000-11-29,17.8,9.7,77,21.3,0.0
2000-11-30,17.3,6.2,75,13.7,0.0
2000-12-01,17.4,9.9,78,21.5,2.7
2000-12-02,8.9,3.9,58,22.8,0.0
2000-12-03,5.9,3.7,73,14.7,5.2
2000-12-04,10.7,4.6,78,4.8,0.2
2000-12-05,12.2,7.2,75,14.1,0.0
2000-12-06,13.1,5.6,72,28.7,0.0
2000-12-07,14.9,0.6,69,14.6,0.0
2000-12-08,17.4,4.5,73,12.0,0.0
2000-12-09,19.0,5.6,86,17.3,0.0
2000-12-10,20.9,10.0,90,18.9,0.0
2000-12-11,21.2,2.9,78,30.3,0.4
2000-12-12,1.9,-2.1,51,27.2,3.4
2000-12-13,11.7,-1.7,89,12.9,7.7
2000-12-14,11.6,0.6,84,9.5,0.0
2000-12-15,13.4,7.9,93,18.7,2.5
2000-12-16,15.8,3.8,59,32.5,0.0
2000-12-17,9.5,-0.9,51,20.9,0.0
2000-12-18,13.6,5.2,63,30.6,0.0
2000-12-19,11.1,1.1,55,14.8,0.0
2000-12-20,16.8,3.8,61,29.2,0.0
2000-12-21,9.6,2.1,51,24.1,0.0
2000-12-22,10.3,-1.1,61,14.9,0.0
2000-12-23,12.1,7.3,83,14.0,2.0
2000-12-24,11.1,6.2,97,17.0,5.1
2000-12-25,13.4,5.9,99,17.4,38.3
2000-12-26,12.4,0.9,97,26.6,32.5
2000-12-27,4.7,0.2,68,22.5,0.0
2000-12-28,11.9,1.8,70,17.6,0.0
2000-12-29,10.4,1.4,69,19.4,0.0
2000-12-30,9.3,-1.9,71,10.0,0.0
2000-12-31,5.4,0.3,84,13.9,2.9
2001-01-01,3.5,-0.0,82,17.1,0.3
2001-01-02,2.0,-1.6,67,17.8,0.0
2001-01-03,9.9,-1.5,68,12.2,0.0
2001-01-04,17.6,2.1,69,13.0,0.0
2001-01-05,18.0,2.9,75,11.4,0.0
2001-01-06,20.0,5.2,78,16.4,0.0
2001-01-07,16.3,8.9,73,25.6,0.0
2001-01-08,13.2,3.7,64,19.2,0.0
2001-01-09,14.6,0.5,68,14.7,0.0
2001-01-10,9.2,5.8,85,19.9,27.3
2001-01-11,16.7,4.4,83,12.0,0.0
2001-01-12,13.5,2.9,89,15.3,0.0
2001-01-13,12.7,7.6,96,16.1,4.8
2001-01-14,16.5,5.0,70,15.3,0.0
2001-01-15,13.5,4.2,73,12.5,0.0
2001-01-16,10.6,7.8,95,14.5,9.9
2001-01-17,7.6,3.4,98,23.1,10.1
2001-01-18,4.9,2.4,89,21.3,9.0
2001-01-19,9.3,1.7,63,26.8,1.7
2001-01-20,10.1,-3.1,72,14.1,0.0
2001-01-21,11.8,1.5,74,22.1,0.0
2001-01-22,12.2,-1.1,80,8.3,0.0
2001-01-23,13.7,2.2,80,11.3,0.0
2001-01-24,16.7,8.9,76,7.2,0.3
2001-01-25,16.1,7.7,74,17.1,0.0
2001-01-26,20.7,10.4,83,14.3,0.1
2001-01-27,18.1,14.2,92,21.5,6.3
2001-01-28,21.3,16.0,91,32.7,2.5
2001-01-29,18.7,7.2,62,31.7,9.4
2001-01-30,19.7,6.9,50,20.4,0.0
2001-01-31,13.4,5.4,61,18.8,0.0
2001-02-01,13.4,3.7,63,12.2,0.0
2001-02-02,12.0,4.0,64,15.9,0.0
2001-02-03,15.5,1.9,70,17.0,0.0
2001-02-04,17.3,4.1,73,17.0,0.0
2001-02-05,17.9,2.2,65,20.4,0.0
2001-02-06,21.9,9.5,81,20.9,0.0
2001-02-07,22.1,12.7,87,28.1,0.0
2001-02-08,22.2,18.5,92,32.7,2.1
2001-02-09,20.2,4.7,60,32.6,8.8
2001-02-10,8.4,-0.5,55,18.2,0.0
2001-02-11,8.4,6.0,78,10.5,2.5
2001-02-12,15.0,7.8,97,7.4,0.6
2001-02-13,21.7,15.3,95,18.9,1.8
2001-02-14,23.7,18.0,88,26.8,0.2
2001-02-15,22.8,18.4,92,23.7,4.9
2001-02-16,19.6,6.3,73,31.4,26.4
2001-02-17,10.7,1.0,58,20.9,0.0
2001-02-18,13.9,0.8,74,15.7,0.0
2001-02-19,19.9,5.4,80,19.4,0.0
2001-02-20,23.8,12.1,82,17.6,0.0
2001-02-21,21.6,14.2,92,16.4,2.7
2001-02-22,13.3,9.2,73,15.3,0.6
2001-02-23,19.0,10.6,92,28.7,9.3
2001-02-24,24.3,12.6,73,29.9,3.1
2001-02-25,21.0,9.3,49,13.0,0.0
2001-02-26,20.6,11.9,77,11.6,0.6
2001-02-27,25.3,17.9,86,25.3,3.1
2001-02-28,18.6,5.0,91,26.7,5.1
2001-03-01,7.9,4.1,90,19.0,13.5
2001-03-02,13.6,8.0,89,12.2,7.0
2001-03-03,11.5,6.9,92,16.0,17.0
2001-03-04,18.6,4.3,72,17.3,0.0
2001-03-05,19.7,5.5,70,10.8,0.0
2001-03-06,19.0,8.2,70,10.7,0.0
2001-03-07,20.0,6.7,70,13.1,0.0
2001-03-08,17.0,10.5,92,19.2,15.4
2001-03-09,16.8,8.1,75,19.6,0.0
2001-03-10,18.2,6.9,75,20.4,0.0
2001-03-11,18.7,14.2,93,19.7,9.5
2001-03-12,23.8,12.3,68,23.9,10.6
2001-03-13,22.5,7.3,69,19.2,0.1
2001-03-14,18.8,11.3,83,23.9,12.2
2001-03-15,19.5,11.0,56,25.7,0.0
2001-03-16,15.9,5.2,60,21.0,0.0
2001-03-17,14.8,7.5,67,16.5,1.6
2001-03-18,10.8,6.1,77,18.6,2.5
2001-03-19,13.0,4.1,69,19.8,0.0
2001-03-20,17.8,2.6,70,10.5,0.0
2001-03-21,22.1,5.7,71,12.6,0.0
2001-03-22,23.3,9.3,70,21.5,0.0
2001-03-23,23.7,10.1,82,16.4,0.0
2001-03-24,20.4,11.6,83,25.9,1.4
2001-03-25,15.8,9.8,59,21.3,0.0
2001-03-26,12.8,7.9,61,16.5,0.0
2001-03-27,10.8,7.6,87,16.8,32.2
2001-03-28,10.9,6.8,92,13.7,0.9
2001-03-29,18.2,8.9,80,16.3,0.9
2001-03-30,17.2,5.4,80,9.6,1.9
2001-03-31,22.4,9.5,79,11.0,0.3
2001-04-01,23.6,11.6,80,21.6,0.0
2001-04-02,25.1,16.7,87,25.6,1.1
2001-04-03,26.2,20.9,89,20.1,0.3
2001-04-04,26.2,20.9,88,14.6,0.7
2001-04-05,26.7,20.6,85,22.1,0.3
2001-04-06,27.0,20.6,81,34.5,0.1
2001-04-07,27.5,18.4,79,24.9,0.0
2001-04-08,28.3,20.2,79,26.3,0.0
2001-04-09,28.4,20.4,82,27.7,0.2
2001-04-10,28.1,21.7,79,30.9,0.0
2001-04-11,22.8,14.9,65,31.5,7.2
2001-04-12,24.7,13.8,81,11.3,4.5
2001-04-13,27.0,19.1,86,13.4,1.3
2001-04-14,28.6,21.0,82,20.5,0.0
2001-04-15,29.3,20.5,81,18.0,0.9
2001-04-16,26.5,19.4,87,15.3,2.5
2001-04-17,19.8,12.5,61,26.0,1.6
2001-04-18,17.3,10.3,58,15.5,0.0
2001-04-19,22.7,13.1,76,25.9,0.0
2001-04-20,26.5,19.8,79,31.0,0.5
2001-04-21,27.4,18.7,78,28.1,0.1
2001-04-22,27.1,21.1,78,36.1,0.0
2001-04-23,22.4,16.6,80,21.0,19.7
2001-04-24,21.8,14.0,57,20.4,0.2
2001-04-25,23.3,9.7,63,11.1,0.0
2001-04-26,24.6,11.2,62,13.6,0.0
2001-04-27,24.3,12.9,66,17.2,0.0
2001-04-28,24.4,12.3,66,16.3,0.0
2001-04-29,25.6,14.5,66,15.7,0.0
2001-04-30,25.9,15.2,77,13.9,0.0
2001-05-01,26.8,17.7,77,16.5,0.0
2001-05-02,29.2,19.4,73,21.5,0.0
2001-05-03,28.5,20.0,73,21.9,0.7
2001-05-04,27.2,20.6,79,28.2,2.0
2001-05-05,27.7,19.6,86,17.4,12.3
2001-05-06,26.9,17.5,85,22.1,10.0
2001-05-07,25.3,19.8,87,16.6,9.7
2001-05-08,26.2,17.3,85,8.0,2.1
2001-05-09,27.0,17.2,79,11.2,1.0
2001-05-10,26.5,17.1,76,16.1,0.0
2001-05-11,27.2,19.4,81,15.1,1.2
2001-05-12,27.1,17.5,80,8.9,0.5
2001-05-13,27.8,18.0,78,11.7,0.2
2001-05-14,27.6,17.5,73,15.3,0.0
2001-05-15,29.1,18.3,70,19.4,0.0
2001-05-16,31.3,19.5,72,22.9,0.0
2001-05-17,31.2,21.2,72,23.8,0.0
2001-05-18,31.2,21.2,71,19.2,0.0
2001-05-19,30.4,21.6,74,16.0,0.0
2001-05-20,31.6,21.9,74,19.8,0.0
2001-05-21,29.2,17.8,69,27.4,11.6
2001-05-22,25.8,13.7,48,17.4,0.0
2001-05-23,29.9,14.1,49,16.2,0.0
2001-05-24,31.5,18.5,65,17.7,6.4
2001-05-25,28.6,18.7,74,13.5,5.3
2001-05-26,29.2,20.0,80,16.8,5.8
2001-05-27,31.7,22.0,74,25.1,0.0
2001-05-28,32.2,23.0,70,26.0,0.0
2001-05-29,31.9,23.4,71,23.6,0.3
2001-05-30,32.0,23.8,72,23.4,0.4
2001-05-31,29.7,21.2,85,16.4,16.8
2001-06-01,30.7,20.5,79,11.3,0.1
2001-06-02,33.1,22.8,71,17.8,0.0
2001-06-03,32.7,23.3,71,24.0,0.0
2001-06-04,31.6,23.1,73,25.6,2.1
2001-06-05,29.7,22.9,75,20.1,1.2
2001-06-06,30.7,21.9,68,15.8,0.0
2001-06-07,28.7,21.0,78,17.4,5.1
2001-06-08,26.8,22.0,88,23.7,15.3
2001-06-09,29.2,22.0,81,23.5,1.6
2001-06-10,31.0,21.2,74,15.0,0.0
2001-06-11,32.4,20.3,71,11.6,0.0
2001-06-12,34.7,22.5,67,21.6,0.0
2001-06-13,35.2,24.5,69,25.5,0.1
2001-06-14,32.7,25.8,74,28.6,0.6
2001-06-15,32.3,22.7,75,20.4,7.5
2001-06-16,33.0,21.8,65,8.1,0.0
2001-06-17,32.1,22.4,65,10.9,0.0
2001-06-18,32.2,21.2,56,13.7,0.0
2001-06-19,32.7,19.0,54,13.0,0.0
2001-06-20,33.2,20.4,58,16.6,0.0
2001-06-21,34.3,22.8,59,14.5,0.1
2001-06-22,32.1,23.5,62,12.7,0.0
2001-06-23,31.8,21.7,61,11.3,1.3
2001-06-24,30.7,21.2,73,15.2,16.6
2001-06-25,31.6,21.6,63,11.3,0.0
2001-06-26,31.9,22.2,69,14.5,0.5
2001-06-27,34.1,22.7,62,18.4,0.0
2001-06-28,34.1,21.9,61,21.0,0.0
2001-06-29,32.2,23.3,66,20.9,0.2
2001-06-30,34.1,23.8,62,21.9,0.0
2001-07-01,29.1,22.2,84,15.6,15.7
2001-07-02,31.4,22.2,81,11.7,4.9
2001-07-03,31.7,20.7,74,13.7,0.2
2001-07-04,32.3,21.7,70,11.2,0.0
2001-07-05,33.4,23.6,64,11.7,0.0
2001-07-06,34.6,23.8,62,14.9,0.0
2001-07-07,34.9,23.4,61,17.4,0.0
2001-07-08,35.1,23.6,59,19.5,0.0
2001-07-09,36.0,23.4,57,17.3,0.0
2001-07-10,35.7,23.5,57,16.6,0.0
2001-07-11,35.8,24.0,55,15.5,0.0
