datetime,tempmax,tempmin,humidity,windspeed,precip
2004-12-09,22.7,9.3,64,22.1,0.0
2004-12-10,18.2,10.6,53,19.4,0.0
2004-12-11,19.4,7.1,62,16.7,0.0
2004-12-12,22.2,10.8,64,18.8,0.0
2004-12-13,13.4,7.0,48,30.1,0.0
2004-12-14,8.6,0.8,44,20.8,0.0
2004-12-15,10.7,-2.1,66,14.3,0.0
2004-12-16,14.5,6.4,81,19.0,0.0
2004-12-17,14.1,4.3,76,11.8,0.0
2004-12-18,17.5,3.2,68,14.3,0.0
2004-12-19,15.4,6.0,64,14.7,0.0
2004-12-20,17.8,6.3,58,27.3,0.0
2004-12-21,21.5,9.9,72,23.0,0.0
2004-12-22,10.1,1.4,71,28.6,7.9
2004-12-23,4.0,-3.0,49,25.3,0.0
2004-12-24,0.6,-2.8,41,21.1,0.0
2004-12-25,9.2,-3.5,59,11.1,0.0
2004-12-26,15.4,-0.9,68,11.7,0.0
2004-12-27,15.0,0.3,75,18.1,0.0
2004-12-28,19.4,8.6,77,21.4,0.0
2004-12-29,20.1,8.9,88,19.2,0.0
2004-12-30,21.4,15.5,87,26.4,0.0
2004-12-31,23.7,16.4,85,22.1,0.0
2005-01-01,22.5,16.8,87,20.3,0.5
2005-01-02,22.0,17.1,96,22.8,4.6
2005-01-03,24.4,19.3,87,26.6,1.6
2005-01-04,24.1,19.1,89,30.6,1.7
2005-01-05,22.1,7.0,84,28.9,3.5
2005-01-06,6.8,2.9,52,20.2,0.0
2005-01-07,16.1,3.0,86,9.2,0.2
2005-01-08,14.0,5.7,88,8.8,0.0
2005-01-09,20.7,6.7,88,19.5,0.0
2005-01-10,22.3,17.6,87,20.4,0.0
2005-01-11,23.5,16.8,84,23.2,0.0
2005-01-12,23.5,13.9,80,37.3,7.9
2005-01-13,14.9,6.7,43,28.9,0.0
2005-01-14,12.9,1.9,54,10.9,0.0
2005-01-15,12.4,2.3,63,11.3,0.0
2005-01-16,8.9,1.4,69,18.7,0.0
2005-01-17,10.6,-0.7,70,9.7,0.0
2005-01-18,10.6,4.7,61,10.6,0.1
2005-01-19,18.7,7.0,74,19.9,0.0
2005-01-20,21.2,8.9,82,14.1,0.0
2005-01-21,22.6,8.5,78,12.4,0.0
2005-01-22,17.2,6.0,63,29.7,0.0
2005-01-23,7.5,-0.2,39,25.6,0.0
2005-01-24,14.2,2.9,45,17.5,0.0
2005-01-25,23.1,7.7,65,19.6,0.0
2005-01-26,22.8,9.9,66,14.5,0.0
2005-01-27,14.7,7.4,90,19.4,38.4
2005-01-28,13.3,6.3,88,14.1,4.9
2005-01-29,15.3,5.2,87,10.4,0.0
2005-01-30,10.3,7.3,87,16.2,4.0
2005-01-31,7.3,5.7,93,23.7,10.8
2005-02-01,6.1,5.0,92,20.6,14.2
2005-02-02,8.9,3.9,73,22.3,0.0
2005-02-03,11.7,4.7,70,14.8,0.0
2005-02-04,12.8,3.3,77,8.4,0.0
2005-02-05,14.4,5.7,78,20.0,0.3
2005-02-06,20.2,11.7,88,21.0,2.3
2005-02-07,16.2,10.4,84,11.3,3.9
2005-02-08,16.7,9.2,90,9.0,1.2
2005-02-09,14.9,7.6,77,21.6,0.0
2005-02-10,13.7,4.5,55,14.1,0.0
2005-02-11,13.9,8.0,62,7.6,0.0
2005-02-12,18.3,8.8,78,24.3,3.3
2005-02-13,23.9,13.1,75,21.1,0.0
2005-02-14,24.4,9.3,66,12.8,0.0
2005-02-15,25.5,12.7,77,21.4,0.0
2005-02-16,18.3,11.6,74,20.3,0.0
2005-02-17,14.5,10.6,59,20.4,0.6
2005-02-18,12.0,8.2,65,11.2,1.1
2005-02-19,19.5,11.4,82,19.9,2.4
2005-02-20,23.5,16.7,88,23.2,0.6
2005-02-21,25.9,15.4,85,11.9,0.0
2005-02-22,24.8,17.0,83,16.1,0.0
2005-02-23,23.0,16.2,90,12.4,8.6
2005-02-24,16.2,9.5,86,24.7,8.2
2005-02-25,13.1,8.8,67,15.7,0.0
2005-02-26,9.9,8.0,87,12.5,20.4
2005-02-27,18.9,7.4,77,14.9,1.1
2005-02-28,18.3,6.8,71,14.1,0.2
2005-03-01,18.7,7.7,74,15.7,0.4
2005-03-02,16.8,10.5,88,15.0,17.4
2005-03-03,17.5,8.1,78,12.0,0.0
2005-03-04,18.4,6.4,82,13.3,0.0
2005-03-05,18.6,10.6,87,10.8,10.1
2005-03-06,16.3,13.2,95,16.1,9.0
2005-03-07,24.9,14.5,76,19.2,0.8
2005-03-08,19.1,7.5,54,14.3,0.0
2005-03-09,20.4,8.0,61,22.6,0.0
2005-03-10,24.0,6.7,65,17.1,0.0
2005-03-11,20.8,11.0,52,23.8,0.0
2005-03-12,24.9,10.1,62,28.3,0.0
2005-03-13,27.0,12.4,60,26.1,0.0
2005-03-14,17.2,7.6,52,22.1,0.0
2005-03-15,12.8,8.5,73,19.8,1.0
2005-03-16,13.3,6.9,62,22.0,1.1
2005-03-17,16.1,1.9,63,13.0,0.0
2005-03-18,22.4,7.1,66,25.5,0.0
2005-03-19,24.4,13.0,84,15.3,28.4
2005-03-20,24.3,14.7,80,17.0,2.2
2005-03-21,24.8,15.4,85,21.5,4.0
2005-03-22,22.5,10.9,51,22.2,0.0
2005-03-23,21.5,7.5,64,15.6,0.0
2005-03-24,24.6,12.4,76,21.6,0.0
2005-03-25,24.8,16.2,80,15.7,0.0
2005-03-26,17.5,11.9,81,25.5,4.4
2005-03-27,16.3,7.7,67,30.1,2.2
2005-03-28,22.2,5.5,65,19.7,0.0
2005-03-29,24.3,12.6,77,29.2,0.0
2005-03-30,28.3,16.8,63,15.9,0.4
2005-03-31,28.1,13.3,61,26.7,0.7
2005-04-01,20.5,11.1,33,35.9,0.0
2005-04-02,21.6,6.1,45,10.9,0.0
2005-04-03,22.7,7.7,57,21.8,0.0
2005-04-04,24.7,14.3,72,28.7,0.0
2005-04-05,28.9,16.9,75,30.4,3.4
2005-04-06,25.4,13.3,46,32.9,0.0
2005-04-07,26.7,14.6,48,24.3,0.0
2005-04-08,25.7,11.0,57,14.8,0.0
2005-04-09,27.8,13.8,68,26.1,0.0
2005-04-10,26.6,17.7,78,24.1,2.3
2005-04-11,25.4,13.8,58,22.7,16.5
2005-04-12,25.3,9.9,49,10.5,0.0
2005-04-13,28.0,12.8,51,11.2,0.0
2005-04-14,25.0,11.3,57,11.2,0.0
2005-04-15,24.8,13.2,59,12.0,0.0
2005-04-16,25.3,12.2,66,14.5,0.0
2005-04-17,24.3,13.4,74,20.3,0.4
2005-04-18,22.8,17.5,74,25.7,0.5
2005-04-19,25.8,17.5,75,24.3,1.1
2005-04-20,26.8,18.1,80,18.8,0.8
2005-04-21,27.3,18.8,80,18.4,0.3
2005-04-22,30.4,19.2,64,19.5,0.1
2005-04-23,22.8,14.4,32,24.7,0.0
2005-04-24,21.8,10.0,41,16.0,0.2
2005-04-25,22.3,12.8,81,23.5,9.2
2005-04-26,24.4,14.1,53,22.8,0.0
2005-04-27,28.3,11.3,48,25.1,0.0
2005-04-28,31.1,17.0,65,26.7,0.0
2005-04-29,31.7,19.5,67,23.2,0.0
2005-04-30,22.1,11.4,60,26.6,16.3
2005-05-01,22.9,9.4,56,11.7,0.0
2005-05-02,23.7,11.3,61,13.6,0.0
2005-05-03,23.4,14.3,54,17.6,0.4
2005-05-04,23.8,13.1,64,14.0,1.2
2005-05-05,25.1,12.8,65,11.7,0.0
2005-05-06,27.4,14.6,59,19.9,0.0
2005-05-07,27.1,17.4,69,23.5,0.4
2005-05-08,22.0,17.6,88,26.3,15.8
2005-05-09,30.0,17.1,79,16.9,0.4
2005-05-10,29.5,19.9,79,22.8,0.0
2005-05-11,28.2,19.5,77,25.8,0.1
2005-05-12,28.3,21.0,79,27.9,2.0
2005-05-13,28.1,19.6,77,22.3,0.5
2005-05-14,28.0,19.1,78,18.6,5.9
2005-05-15,28.4,19.2,57,13.2,0.0
2005-05-16,26.0,18.1,59,12.5,0.8
2005-05-17,27.2,15.7,75,17.0,0.0
2005-05-18,29.2,19.6,74,22.2,0.0
2005-05-19,28.7,21.0,75,19.9,0.1
2005-05-20,30.4,20.9,74,11.9,0.0
2005-05-21,34.1,20.5,62,9.2,0.0
2005-05-22,34.8,21.7,56,13.4,0.0
2005-05-23,32.8,20.7,57,16.7,0.0
2005-05-24,33.2,21.4,65,18.8,0.0
2005-05-25,33.9,20.4,66,13.7,0.0
2005-05-26,26.2,22.3,81,20.4,5.2
2005-05-27,30.7,20.5,65,8.4,0.0
2005-05-28,31.2,21.6,72,19.7,0.9
2005-05-29,27.6,21.0,90,19.1,38.3
2005-05-30,28.4,20.8,81,13.4,1.2
2005-05-31,29.8,19.1,75,9.4,0.0
2005-06-01,29.5,21.0,77,12.2,1.2
2005-06-02,31.9,19.6,71,17.4,0.0
2005-06-03,30.3,22.4,77,19.6,0.9
2005-06-04,32.7,24.1,73,25.5,0.0
2005-06-05,32.2,22.6,71,20.5,0.4
2005-06-06,31.8,21.6,71,16.1,0.4
2005-06-07,32.2,23.4,75,20.2,1.4
2005-06-08,32.0,25.0,78,19.2,4.9
2005-06-09,31.1,23.7,73,22.0,2.5
2005-06-10,32.7,23.7,68,22.7,0.1
2005-06-11,32.9,23.1,68,18.1,0.5
2005-06-12,33.4,21.9,65,21.2,0.0
2005-06-13,30.7,23.2,74,17.6,0.3
2005-06-14,34.4,23.5,67,14.4,1.5
2005-06-15,34.7,23.2,64,8.7,0.0
2005-06-16,35.2,23.8,57,15.1,0.0
2005-06-17,35.3,23.5,61,17.7,0.0
2005-06-18,35.2,23.8,61,14.4,0.0
2005-06-19,33.4,23.7,64,14.7,0.0
2005-06-20,34.2,24.7,55,12.9,0.0
2005-06-21,33.3,22.6,46,10.3,0.0
2005-06-22,33.2,21.9,49,12.1,0.0
2005-06-23,34.0,22.4,53,14.2,0.0
2005-06-24,34.6,21.9,50,14.8,0.0
2005-06-25,34.4,21.8,55,15.9,0.0
2005-06-26,33.6,22.6,56,13.5,0.0
2005-06-27,34.0,22.8,53,13.1,0.0
2005-06-28,35.2,22.8,53,13.2,0.0
2005-06-29,35.7,23.7,53,14.1,0.0
2005-06-30,35.6,24.3,59,16.8,0.0
2005-07-01,37.3,25.2,56,16.4,0.0
2005-07-02,37.7,25.2,55,18.0,0.0
2005-07-03,38.1,25.6,56,24.7,0.0
2005-07-04,37.7,25.9,58,24.0,0.0
2005-07-05,36.2,24.3,57,14.7,0.0
2005-07-06,38.3,25.7,44,9.8,0.0
2005-07-07,38.9,26.1,48,13.8,0.9
2005-07-08,35.5,24.7,66,12.0,0.4
2005-07-09,34.8,24.5,59,15.5,0.2
2005-07-10,36.0,24.4,55,11.1,0.1
2005-07-11,36.8,26.5,54,15.8,2.5
2005-07-12,36.5,25.4,58,16.3,0.3
2005-07-13,36.8,25.9,56,13.4,0.0
2005-07-14,35.3,26.6,65,14.5,4.2
2005-07-15,31.0,22.9,79,10.4,11.3
2005-07-16,29.4,24.2,83,14.1,2.8
2005-07-17,31.6,23.8,83,18.4,7.2
2005-07-18,32.7,24.7,80,17.7,5.1
2005-07-19,33.7,23.3,72,17.1,0.2
2005-07-20,31.9,24.4,81,14.8,8.9
2005-07-21,32.5,24.8,76,11.2,0.4
2005-07-22,34.5,23.8,74,12.7,4.8
2005-07-23,33.6,24.7,73,12.9,1.2
2005-07-24,33.4,24.1,70,15.9,0.2
2005-07-25,34.1,24.1,61,16.8,0.0
2005-07-26,35.4,23.8,63,20.6,0.0
2005-07-27,35.6,24.8,62,16.6,0.0
2005-07-28,35.2,24.7,64,10.2,3.7
2005-07-29,35.4,25.6,52,11.5,0.0
2005-07-30,35.2,25.0,56,10.5,0.0
2005-07-31,36.1,22.7,45,12.0,0.0
2005-08-01,35.6,22.9,42,11.6,0.0
2005-08-02,36.1,25.1,49,9.4,0.0
2005-08-03,35.3,25.9,53,13.9,0.0
2005-08-04,35.8,24.8,60,9.8,1.1
2005-08-05,33.2,23.4,67,7.6,6.0
2005-08-06,34.4,24.5,64,7.6,0.2
2005-08-07,34.7,25.1,60,13.8,0.5
2005-08-08,34.7,24.8,63,16.2,0.2
2005-08-09,31.2,24.3,74,13.4,2.3
2005-08-10,29.7,23.8,82,15.6,5.3
2005-08-11,34.8,23.9,63,19.3,0.0
2005-08-12,34.9,25.1,66,18.6,0.0
2005-08-13,34.1,25.1,67,18.5,0.2
2005-08-14,34.5,25.5,75,21.7,4.5
2005-08-15,33.1,25.2,73,17.3,1.3
2005-08-16,33.7,25.0,71,12.6,0.7
2005-08-17,34.8,24.5,63,14.1,0.0
2005-08-18,35.3,25.1,62,15.8,0.4
2005-08-19,35.2,25.4,66,19.1,0.2
2005-08-20,35.8,25.3,61,13.6,0.0
2005-08-21,36.2,24.0,54,11.2,0.0
2005-08-22,36.7,25.7,55,11.9,0.3
2005-08-23,36.9,26.3,53,14.0,0.3
2005-08-24,36.4,26.0,57,14.1,0.2
2005-08-25,36.3,26.0,55,11.7,0.0
2005-08-26,36.6,26.5,54,8.9,0.0
2005-08-27,37.0,26.8,51,14.9,0.0
2005-08-28,32.4,26.2,67,17.4,2.9
2005-08-29,33.8,25.5,55,19.2,0.0
2005-08-30,33.8,23.9,49,9.9,0.0
2005-08-31,36.2,24.1,47,11.6,0.0
2005-09-01,35.5,24.0,52,12.8,0.0
2005-09-02,34.4,24.5,59,19.7,0.3
2005-09-03,33.6,23.9,59,13.4,0.1
2005-09-04,34.8,24.2,52,9.5,0.0
2005-09-05,35.0,23.5,42,10.1,0.0
2005-09-06,33.5,22.9,53,13.6,0.0
2005-09-07,33.4,22.6,49,16.6,0.0
2005-09-08,34.0,21.6,42,10.1,0.0
2005-09-09,34.1,22.7,52,16.3,0.0
2005-09-10,32.0,23.4,71,15.0,1.9
2005-09-11,25.8,23.2,94,16.3,16.3
2005-09-12,29.5,22.8,82,12.5,0.7
2005-09-13,31.7,23.9,78,16.4,0.0
2005-09-14,33.8,23.9,69,19.6,0.0
2005-09-15,34.6,25.2,70,21.1,0.0
2005-09-16,31.8,25.0,76,15.5,1.7
2005-09-17,35.1,24.3,66,18.3,0.0
2005-09-18,35.1,24.3,64,16.9,0.0
2005-09-19,34.7,24.1,63,13.4,0.0
2005-09-20,34.4,22.8,59,12.3,0.0
2005-09-21,36.4,23.9,48,10.1,0.0
2005-09-22,37.0,23.7,44,10.2,0.0
2005-09-23,36.4,25.9,39,26.4,0.0
2005-09-24,35.9,27.3,45,27.4,0.0
2005-09-25,40.3,23.8,45,18.0,0.0
2005-09-26,40.4,26.0,45,18.1,0.0
2005-09-27,38.1,25.1,46,9.7,0.0
2005-09-28,40.2,26.4,42,10.7,0.0
2005-09-29,30.4,22.0,59,21.6,0.1
2005-09-30,29.8,20.5,60,15.7,0.0
2005-10-01,33.9,23.7,62,18.4,0.0
2005-10-02,33.0,23.6,69,18.0,0.6
2005-10-03,33.7,24.3,66,14.9,0.4
2005-10-04,32.8,23.6,69,13.7,0.4
2005-10-05,32.8,23.1,64,12.0,0.0
2005-10-06,28.3,17.3,60,24.8,0.2
2005-10-07,16.7,11.5,66,21.5,4.4
2005-10-08,25.2,16.1,39,10.9,0.0
2005-10-09,27.9,13.0,43,15.9,0.0
2005-10-10,21.1,19.2,80,13.3,13.9
2005-10-11,25.4,19.3,82,12.3,0.2
2005-10-12,28.3,19.1,76,8.9,0.3
2005-10-13,29.1,17.2,59,15.8,0.0
2005-10-14,29.0,20.3,53,11.7,0.0
2005-10-15,28.7,16.1,50,7.9,0.0
2005-10-16,28.5,16.6,49,10.5,0.0
2005-10-17,30.3,16.2,50,10.2,0.0
2005-10-18,31.5,17.9,49,13.0,0.0
2005-10-19,32.1,18.6,62,17.8,0.0
2005-10-20,32.8,20.5,58,16.9,0.0
2005-10-21,28.6,19.2,41,16.2,0.0
2005-10-22,26.4,15.0,50,15.3,0.0
2005-10-23,25.8,11.2,46,31.1,0.0
2005-10-24,18.2,9.1,34,25.8,0.0
2005-10-25,21.6,6.1,41,9.3,0.0
2005-10-26,23.6,7.7,35,13.1,0.0
2005-10-27,24.0,11.5,51,16.4,0.0
2005-10-28,22.8,10.3,45,13.7,0.0
2005-10-29,22.3,10.6,44,12.8,0.0
2005-10-30,25.6,16.3,63,17.5,0.0
2005-10-31,24.6,14.8,70,25.4,14.1
2005-11-01,21.0,10.1,40,16.9,0.0
2005-11-02,24.2,7.7,46,14.5,0.0
2005-11-03,25.4,10.3,59,19.3,0.0
2005-11-04,26.1,15.0,71,21.3,0.0
2005-11-05,29.3,17.1,68,21.7,0.0
2005-11-06,29.1,19.2,76,14.5,0.0
2005-11-07,28.5,20.4,78,17.6,0.2
2005-11-08,28.5,21.3,81,18.0,0.1
2005-11-09,28.4,22.1,76,16.5,0.0
2005-11-10,24.7,18.2,52,15.5,0.0
2005-11-11,27.0,17.1,66,20.2,0.1
2005-11-12,27.6,20.8,74,25.6,0.1
2005-11-13,27.8,20.1,82,15.1,3.1
2005-11-14,27.6,19.9,77,22.4,1.6
2005-11-15,26.8,11.8,60,31.3,0.3
2005-11-16,13.5,6.2,24,28.2,0.0
2005-11-17,15.0,2.6,34,11.8,0.0
2005-11-18,14.5,7.6,37,9.7,0.0
2005-11-19,17.0,7.8,40,13.3,0.0
2005-11-20,18.0,8.5,47,21.9,0.0
2005-11-21,19.6,5.1,50,10.4,0.0
2005-11-22,23.8,7.3,44,10.6,0.0
2005-11-23,28.2,10.3,36,14.5,0.0
2005-11-24,26.9,10.7,43,13.8,0.0
2005-11-25,24.9,13.6,81,17.2,0.8
2005-11-26,21.5,16.0,90,16.9,12.2
2005-11-27,28.1,15.4,64,26.5,0.0
2005-11-28,17.6,7.3,23,22.0,0.0
2005-11-29,14.5,3.5,45,9.0,0.0
2005-11-30,21.2,3.6,58,28.3,0.0
2005-12-01,16.2,7.0,48,22.7,0.0
2005-12-02,18.2,4.5,58,21.6,0.0
2005-12-03,26.5,16.0,80,26.4,0.0
2005-12-04,19.2,8.6,59,21.3,1.5
2005-12-05,11.7,4.4,43,22.7,0.0
2005-12-06,14.5,-0.1,44,15.9,0.0
2005-12-07,9.6,-1.0,86,24.3,8.6
2005-12-08,3.4,-2.8,47,26.5,0.0
2005-12-09,7.8,-2.9,39,11.3,0.0
2005-12-10,18.3,1.1,48,12.1,0.0
2005-12-11,16.6,3.6,43,14.5,0.0
2005-12-12,19.3,4.9,51,10.4,0.0
2005-12-13,20.9,7.2,80,23.1,0.0
2005-12-14,18.8,8.6,80,27.9,2.6
2005-12-15,14.4,4.2,35,19.1,0.0
2005-12-16,9.4,3.9,40,14.4,0.7
2005-12-17,8.9,3.9,75,10.8,3.1
2005-12-18,11.6,7.1,72,13.5,0.0
2005-12-19,13.5,6.0,59,11.0,0.0
2005-12-20,11.4,7.6,58,12.8,0.0
2005-12-21,12.6,4.6,67,7.7,0.0
2005-12-22,16.7,2.1,73,15.9,0.0
2005-12-23,21.2,5.8,71,23.7,0.0
2005-12-24,20.8,11.9,45,29.6,0.0
2005-12-25,22.9,8.3,31,16.6,0.0
2005-12-26,24.1,8.1,46,22.8,0.0
2005-12-27,28.7,12.8,53,20.1,0.0
2005-12-28,22.8,10.4,34,14.2,0.0
2005-12-29,22.6,10.2,45,17.7,0.0
2005-12-30,22.6,11.4,60,18.0,0.0
2005-12-31,24.1,7.7,49,16.9,0.0
2006-01-01,27.9,15.4,69,24.0,0.0
2006-01-02,25.5,12.9,21,17.2,0.0
2006-01-03,28.5,9.3,36,18.1,0.0
2006-01-04,25.0,12.7,38,15.9,0.0
2006-01-05,19.8,9.4,33,27.9,0.0
2006-01-06,18.1,7.3,28,16.6,0.0
2006-01-07,25.2,8.0,24,21.7,0.0
2006-01-08,24.8,11.2,42,24.2,0.0
2006-01-09,25.4,13.2,71,25.6,0.7
2006-01-10,16.0,6.4,41,25.0,0.0
2006-01-11,22.4,4.2,44,19.9,0.0
2006-01-12,24.5,12.1,77,29.4,0.0
2006-01-13,18.1,8.4,34,27.3,0.0
2006-01-14,19.5,3.0,29,15.1,0.0
2006-01-15,22.4,10.3,50,25.2,0.0
2006-01-16,21.0,12.8,77,32.6,1.4
2006-01-17,14.9,6.5,33,30.1,0.2
2006-01-18,21.7,6.1,29,26.2,0.0
2006-01-19,23.9,12.3,65,28.6,0.0
2006-01-20,23.3,15.3,67,26.4,0.0
2006-01-21,15.4,7.8,40,23.9,2.2
2006-01-22,9.5,8.1,91,18.7,7.3
2006-01-23,15.7,8.2,64,15.7,0.0
2006-01-24,19.9,3.8,55,11.4,0.0
2006-01-25,19.9,5.4,47,14.8,0.0
2006-01-26,16.5,10.1,53,14.0,0.3
2006-01-27,20.6,7.6,77,23.7,0.0
2006-01-28,19.9,11.7,86,28.0,9.5
2006-01-29,25.6,5.3,36,21.4,0.0
2006-01-30,19.8,8.8,39,19.8,0.0
2006-01-31,21.6,5.0,47,21.4,0.0
2006-02-01,19.3,12.7,93,17.8,30.4
2006-02-02,23.2,9.6,61,23.2,0.0
2006-02-03,16.9,6.9,57,32.8,0.0
2006-02-04,20.3,4.4,44,18.1,0.0
2006-02-05,25.0,4.6,54,29.5,0.0
2006-02-06,17.1,8.5,39,28.7,0.0
2006-02-07,17.6,2.7,47,9.1,0.0
2006-02-08,21.6,5.0,38,15.3,0.0
2006-02-09,20.4,5.0,52,18.3,1.1
2006-02-10,15.3,8.5,79,26.8,11.7
2006-02-11,10.5,3.1,31,28.2,0.0
2006-02-12,18.0,-1.5,32,25.0,0.0
2006-02-13,16.5,0.4,40,18.3,0.0
2006-02-14,22.6,5.5,57,19.8,0.0
2006-02-15,26.1,13.3,77,27.5,0.6
2006-02-16,27.1,17.0,76,29.4,0.1
2006-02-17,18.2,5.0,57,27.3,2.6
2006-02-18,4.7,1.3,76,23.1,0.8
2006-02-19,2.0,-0.3,81,16.2,0.0
2006-02-20,7.0,0.8,88,7.6,0.0
2006-02-21,12.3,5.1,96,10.1,0.4
2006-02-22,19.1,9.7,94,18.9,0.2
2006-02-23,20.0,6.9,64,18.5,0.0
2006-02-24,14.6,7.0,69,10.6,0.2
2006-02-25,16.8,11.4,90,16.8,12.2
2006-02-26,18.2,8.4,69,16.6,0.0
2006-02-27,22.5,7.2,67,25.4,0.0
2006-02-28,26.5,12.2,68,22.6,0.0
2006-03-01,28.6,14.1,69,21.7,0.0
2006-03-02,28.5,14.4,71,16.2,0.0
2006-03-03,23.5,16.6,72,13.1,0.1
2006-03-04,23.3,11.3,61,18.5,0.5
2006-03-05,26.5,17.1,72,22.6,0.2
2006-03-06,27.0,17.9,75,14.2,0.0
2006-03-07,26.7,17.9,76,24.4,0.1
2006-03-08,30.0,17.7,69,29.2,4.4
2006-03-09,25.4,15.0,41,29.9,2.5
2006-03-10,30.9,10.2,48,23.9,0.0
2006-03-11,29.9,18.6,76,21.7,0.2
2006-03-12,30.8,20.4,73,28.5,0.0
2006-03-13,23.3,13.4,38,23.9,2.3
2006-03-14,21.3,9.4,29,15.1,0.0
2006-03-15,21.7,9.1,49,18.7,0.9
2006-03-16,25.7,17.4,72,15.2,0.3
2006-03-17,20.3,14.7,57,20.0,0.1
2006-03-18,22.7,15.3,88,19.6,5.6
2006-03-19,24.8,18.9,87,18.7,4.4
2006-03-20,24.6,14.6,54,23.4,7.5
2006-03-21,18.2,6.9,39,20.6,0.0
2006-03-22,12.5,5.8,62,19.4,0.9
2006-03-23,12.0,5.6,62,27.5,1.8
2006-03-24,15.5,2.0,51,16.3,0.0
2006-03-25,20.2,4.3,45,13.8,0.0
2006-03-26,23.5,6.0,57,27.5,0.0
2006-03-27,22.0,15.5,76,22.5,1.7
2006-03-28,20.6,14.6,87,19.0,17.5
2006-03-29,24.1,13.2,84,19.8,0.0
2006-03-30,26.9,18.1,76,29.5,0.2
2006-03-31,27.6,19.0,78,17.1,0.1
2006-04-01,29.6,20.3,77,26.9,0.6
2006-04-02,30.2,20.8,71,21.6,0.0
2006-04-03,30.2,18.7,69,16.1,0.0
2006-04-04,30.1,17.3,53,19.7,0.0
2006-04-05,30.1,19.6,64,25.2,0.0
2006-04-06,32.0,18.8,65,28.3,0.0
2006-04-07,33.7,18.8,44,29.0,0.0
2006-04-08,24.1,13.4,42,25.0,0.0
2006-04-09,26.9,11.6,48,11.7,0.0
2006-04-10,28.1,13.5,49,20.8,0.0
2006-04-11,27.6,15.7,59,20.8,0.0
2006-04-12,26.9,17.8,68,16.6,0.1
2006-04-13,29.9,18.3,65,18.3,0.0
2006-04-14,31.1,15.1,58,24.7,0.0
2006-04-15,33.2,18.9,63,27.4,0.0
2006-04-16,34.1,19.4,62,24.1,0.0
2006-04-17,36.5,21.4,61,21.2,0.0
2006-04-18,35.8,20.0,62,19.7,0.0
2006-04-19,34.5,21.1,61,20.9,0.0
2006-04-20,31.3,21.4,69,22.3,3.1
2006-04-21,28.6,18.3,71,14.8,18.0
2006-04-22,30.7,16.3,60,16.7,0.0
2006-04-23,30.6,20.3,66,21.4,0.0
2006-04-24,28.4,21.8,74,19.0,0.5
2006-04-25,27.7,17.3,77,19.5,8.1
2006-04-26,24.1,14.9,62,19.5,2.8
2006-04-27,25.4,13.2,63,19.6,0.0
2006-04-28,30.0,19.3,73,31.3,0.2
2006-04-29,26.7,18.2,61,32.0,7.0
2006-04-30,31.0,12.9,44,20.7,0.0
2006-05-01,33.2,16.6,57,20.7,0.0
2006-05-02,31.1,21.9,71,23.5,3.0
2006-05-03,31.7,22.0,66,23.9,0.7
2006-05-04,32.2,20.7,69,17.9,4.9
2006-05-05,31.4,20.5,69,19.1,0.2
2006-05-06,27.3,20.4,82,17.8,16.9
2006-05-07,26.6,19.6,77,14.4,0.2
2006-05-08,29.4,21.3,73,14.5,0.3
2006-05-09,34.5,23.2,71,21.2,0.0
2006-05-10,31.8,20.9,66,31.4,0.0
2006-05-11,27.7,15.7,41,19.5,0.0
2006-05-12,30.9,14.9,37,19.8,0.0
2006-05-13,34.5,17.9,53,23.2,0.0
2006-05-14,28.5,22.0,78,22.2,0.8
2006-05-15,27.2,18.6,52,22.1,0.0
2006-05-16,30.7,14.2,42,21.8,0.0
2006-05-17,31.2,15.7,37,11.9,0.0
2006-05-18,33.6,16.2,36,12.4,0.0
2006-05-19,36.3,20.1,44,23.3,0.0
2006-05-20,34.7,20.6,53,22.5,0.0
2006-05-21,33.2,20.0,56,19.3,0.0
2006-05-22,33.4,22.1,60,19.7,0.0
2006-05-23,33.3,22.4,60,21.3,0.0
2006-05-24,34.4,22.1,59,21.2,0.0
2006-05-25,34.2,22.8,61,20.9,0.0
2006-05-26,34.9,22.6,60,23.6,0.0
2006-05-27,34.4,23.3,62,24.8,0.3
2006-05-28,31.6,24.2,71,22.6,1.4
2006-05-29,32.8,22.1,77,19.0,4.8
2006-05-30,30.2,23.4,76,18.6,1.2
2006-05-31,29.0,20.5,71,22.2,0.5
2006-06-01,28.0,20.3,76,14.4,8.1
2006-06-02,31.3,20.7,64,11.5,0.0
2006-06-03,33.7,20.9,57,10.9,0.0
2006-06-04,34.4,21.9,56,15.5,0.0
2006-06-05,35.0,22.4,57,18.7,0.0
2006-06-06,35.4,22.0,55,17.1,0.0
2006-06-07,36.2,22.8,58,17.7,0.0
2006-06-08,36.3,24.5,46,12.6,0.0
2006-06-09,36.2,24.0,48,16.3,0.0
2006-06-10,35.8,23.8,43,20.1,0.0
2006-06-11,35.3,22.7,57,17.3,0.0
2006-06-12,36.4,22.5,49,13.7,0.0
2006-06-13,38.6,23.9,39,12.8,0.0
2006-06-14,36.2,26.0,39,15.3,0.0
2006-06-15,34.4,23.8,59,23.8,0.0
2006-06-16,33.9,24.4,71,27.2,1.9
2006-06-17,34.4,25.2,70,24.3,4.0
2006-06-18,34.8,24.9,65,14.8,0.2
2006-06-19,36.4,23.5,61,23.2,0.0
